country,gender,age_group,year,unemployment_rate
Romania,Female,25+,2019,2.46
Romania,Male,15+,2018,4.71
Romania,Male,15-24,2018,16.29
Romania,Male,25+,2018,3.82
Romania,Female,15+,2018,3.49
Romania,Female,15-24,2018,16.16
Romania,Female,25+,2018,2.62
Romania,Male,15+,2017,5.6
Romania,Male,15-24,2017,18.11
Romania,Male,25+,2017,4.62
Romania,Female,15+,2017,4.04
Romania,Female,15-24,2017,18.63
Romania,Female,25+,2017,3.01
Romania,Male,15+,2016,6.59
Romania,Male,15-24,2016,19.86
Romania,Male,25+,2016,5.54
Romania,Female,15+,2016,4.98
Romania,Female,15-24,2016,21.82
Romania,Female,25+,2016,3.91
Romania,Male,15+,2015,7.53
Romania,Male,15-24,2015,20.57
Romania,Male,25+,2015,6.4
Romania,Female,15+,2015,5.85
Romania,Female,15-24,2015,23.37
Romania,Female,25+,2015,4.57
Romania,Male,15+,2014,7.35
Romania,Male,15-24,2014,23.59
Romania,Male,25+,2014,5.98
Romania,Female,15+,2014,6.09
Romania,Female,15-24,2014,24.7
Romania,Female,25+,2014,4.79
Romania,Male,15+,2013,7.71
Romania,Male,15-24,2013,23.16
Romania,Male,25+,2013,6.33
Romania,Female,15+,2013,6.31
Romania,Female,15-24,2013,24.58
Romania,Female,25+,2013,4.93
Russian Federation,Male,15+,2022,3.78
Russian Federation,Male,15-24,2022,13.65
Russian Federation,Male,25+,2022,3.15
Russian Federation,Female,15+,2022,3.96
Russian Federation,Female,15-24,2022,15.56
Russian Federation,Female,25+,2022,3.36
Russian Federation,Male,15+,2021,4.64
Russian Federation,Male,15-24,2021,15.29
Russian Federation,Male,25+,2021,3.91
Russian Federation,Female,15+,2021,4.79
Russian Federation,Female,15-24,2021,17.4
Russian Federation,Female,25+,2021,4.08
Russian Federation,Male,15+,2020,5.64
Russian Federation,Male,15-24,2020,16.0
Russian Federation,Male,25+,2020,4.91
Russian Federation,Female,15+,2020,5.53
Russian Federation,Female,15-24,2020,18.2
Russian Federation,Female,25+,2020,4.81
Russian Federation,Male,15+,2019,4.65
Russian Federation,Male,15-24,2019,14.84
Russian Federation,Male,25+,2019,3.91
Russian Federation,Female,15+,2019,4.33
Russian Federation,Female,15-24,2019,15.62
Russian Federation,Female,25+,2019,3.66
Russian Federation,Male,15+,2018,4.91
Russian Federation,Male,15-24,2018,16.24
Russian Federation,Male,25+,2018,4.05
Russian Federation,Female,15+,2018,4.78
Russian Federation,Female,15-24,2018,17.89
Russian Federation,Female,25+,2018,3.96
Russian Federation,Male,15+,2017,5.36
Russian Federation,Male,15-24,2017,15.74
Russian Federation,Male,25+,2017,4.49
Russian Federation,Female,15+,2017,5.05
Russian Federation,Female,15-24,2017,17.05
Russian Federation,Female,25+,2017,4.25
Russian Federation,Male,15+,2016,5.76
Russian Federation,Male,15-24,2016,15.84
Russian Federation,Male,25+,2016,4.79
Russian Federation,Female,15+,2016,5.35
Russian Federation,Female,15-24,2016,17.28
Russian Federation,Female,25+,2016,4.44
Russian Federation,Male,15+,2015,5.82
Russian Federation,Male,15-24,2015,15.37
Russian Federation,Male,25+,2015,4.84
Russian Federation,Female,15+,2015,5.31
Russian Federation,Female,15-24,2015,17.02
Russian Federation,Female,25+,2015,4.34
Russian Federation,Male,15+,2014,5.48
Russian Federation,Male,15-24,2014,13.43
Russian Federation,Male,25+,2014,4.58
Russian Federation,Female,15+,2014,4.82
Russian Federation,Female,15-24,2014,14.27
Russian Federation,Female,25+,2014,3.97
Russian Federation,Male,15+,2013,5.76
Russian Federation,Male,15-24,2013,13.35
Russian Federation,Male,25+,2013,4.81
Russian Federation,Female,15+,2013,5.14
Russian Federation,Female,15-24,2013,14.7
Russian Federation,Female,25+,2013,4.18
Rwanda,Male,15+,2022,13.69
Rwanda,Male,15-24,2022,20.9
Rwanda,Male,25+,2022,11.54
Rwanda,Female,15+,2022,16.59
Rwanda,Female,15-24,2022,23.47
Rwanda,Female,25+,2022,14.65
Rwanda,Male,15+,2021,14.28
Rwanda,Male,15-24,2021,22.31
Rwanda,Male,25+,2021,11.96
Rwanda,Female,15+,2021,17.44
Rwanda,Female,15-24,2021,24.26
Rwanda,Female,25+,2021,15.49
Rwanda,Male,15+,2020,10.86
Rwanda,Male,15-24,2020,14.63
Rwanda,Male,25+,2020,9.56
Rwanda,Female,15+,2020,12.89
Rwanda,Female,15-24,2020,17.29
Rwanda,Female,25+,2020,11.38
Rwanda,Male,15+,2019,10.5
Rwanda,Male,15-24,2019,15.39
Rwanda,Male,25+,2019,9.02
Rwanda,Female,15+,2019,12.06
Rwanda,Female,15-24,2019,16.65
Rwanda,Female,25+,2019,10.57
Rwanda,Male,15+,2018,10.22
Rwanda,Male,15-24,2018,15.69
Rwanda,Male,25+,2018,8.59
Rwanda,Female,15+,2018,11.34
Rwanda,Female,15-24,2018,16.77
Rwanda,Female,25+,2018,9.64
Rwanda,Male,15+,2017,11.17
Rwanda,Male,15-24,2017,15.5
Rwanda,Male,25+,2017,9.89
Rwanda,Female,15+,2017,12.63
Rwanda,Female,15-24,2017,17.97
Rwanda,Female,25+,2017,10.93
Rwanda,Male,15+,2014,1.09
Rwanda,Male,15-24,2014,1.36
Rwanda,Male,25+,2014,0.98
Rwanda,Female,15+,2014,1.24
Rwanda,Female,15-24,2014,2.47
Rwanda,Female,25+,2014,0.82
Saudi Arabia,Male,15+,2022,2.64
Saudi Arabia,Male,15-24,2022,11.57
Saudi Arabia,Male,25+,2022,1.85
Saudi Arabia,Female,15+,2022,15.36
Saudi Arabia,Female,15-24,2022,26.41
Saudi Arabia,Female,25+,2022,13.98
Saudi Arabia,Male,15+,2021,3.47
Saudi Arabia,Male,15-24,2021,16.5
Saudi Arabia,Male,25+,2021,2.39
Saudi Arabia,Female,15+,2021,17.28
Saudi Arabia,Female,15-24,2021,28.64
Saudi Arabia,Female,25+,2021,16.12
Saudi Arabia,Male,15+,2020,3.89
Saudi Arabia,Male,15-24,2020,21.64
Saudi Arabia,Male,25+,2020,2.52
Saudi Arabia,Female,15+,2020,22.77
Saudi Arabia,Female,15-24,2020,51.5
Saudi Arabia,Female,25+,2020,19.56
Saudi Arabia,Male,15+,2019,2.47
Saudi Arabia,Male,15-24,2019,17.16
Saudi Arabia,Male,25+,2019,1.52
Saudi Arabia,Female,15+,2019,21.03
Saudi Arabia,Female,15-24,2019,51.64
Saudi Arabia,Female,25+,2019,17.97
Saudi Arabia,Male,15+,2018,3.24
Saudi Arabia,Male,15-24,2018,22.83
Saudi Arabia,Male,25+,2018,2.02
Saudi Arabia,Female,15+,2018,20.87
Saudi Arabia,Female,15-24,2018,58.81
Saudi Arabia,Female,25+,2018,17.45
Saudi Arabia,Male,15+,2017,3.22
Saudi Arabia,Male,15-24,2017,24.31
Saudi Arabia,Male,25+,2017,1.99
Saudi Arabia,Female,15+,2017,21.3
Saudi Arabia,Female,15-24,2017,61.86
Saudi Arabia,Female,25+,2017,17.85
Saudi Arabia,Male,15+,2016,2.5
Saudi Arabia,Female,15+,2016,21.1
Saudi Arabia,Male,15+,2015,2.4
Saudi Arabia,Female,15+,2015,21.4
Saudi Arabia,Male,15+,2014,2.86
Saudi Arabia,Male,15-24,2014,21.41
Saudi Arabia,Male,25+,2014,1.55
Saudi Arabia,Female,15+,2014,21.96
Saudi Arabia,Female,15-24,2014,57.86
Saudi Arabia,Female,25+,2014,17.26
Saudi Arabia,Male,15+,2013,2.8
Saudi Arabia,Female,15+,2013,20.7
Senegal,Male,15+,2019,2.75
Senegal,Male,15-24,2019,2.88
Senegal,Male,25+,2019,2.71
Senegal,Female,15+,2019,3.05
Senegal,Female,15-24,2019,6.66
Senegal,Female,25+,2019,2.33
Senegal,Male,15+,2017,4.41
Senegal,Male,15-24,2017,6.51
Senegal,Male,25+,2017,3.89
Senegal,Female,15+,2017,3.64
Senegal,Female,15-24,2017,4.89
Senegal,Female,25+,2017,3.35
Senegal,Male,15+,2016,4.24
Senegal,Male,15-24,2016,6.16
Senegal,Male,25+,2016,3.63
Senegal,Female,15+,2016,4.75
Senegal,Female,15-24,2016,6.66
Senegal,Female,25+,2016,4.2
Senegal,Male,15+,2015,6.39
Senegal,Male,15-24,2015,7.36
Senegal,Male,25+,2015,6.15
Senegal,Female,15+,2015,7.3
Senegal,Female,15-24,2015,8.94
Senegal,Female,25+,2015,6.83
Senegal,Male,15+,2018,3.03
Senegal,Male,15-24,2018,4.67
Senegal,Male,25+,2018,2.61
Senegal,Female,15+,2018,4.28
Senegal,Female,15-24,2018,8.34
Senegal,Female,25+,2018,3.59
Singapore,Male,15+,2022,3.39
Singapore,Male,15-24,2022,6.55
Singapore,Male,25+,2022,3.19
Singapore,Female,15+,2022,3.82
Singapore,Female,15-24,2022,10.76
Singapore,Female,25+,2022,3.4
Singapore,Male,15+,2021,4.33
Singapore,Male,15-24,2021,7.0
Singapore,Male,25+,2021,4.14
Singapore,Female,15+,2021,4.99
Singapore,Female,15-24,2021,13.19
Singapore,Female,25+,2021,4.34
Singapore,Male,15+,2020,3.9
Singapore,Male,15-24,2020,8.1
Singapore,Female,15+,2020,4.4
Singapore,Female,15-24,2020,13.5
Singapore,Male,15+,2019,3.0
Singapore,Male,15-24,2019,5.8
Singapore,Female,15+,2019,3.4
Singapore,Female,15-24,2019,10.0
Singapore,Male,15+,2016,3.78
Singapore,Male,15-24,2016,6.23
Singapore,Male,25+,2016,3.55
Singapore,Female,15+,2016,4.48
Singapore,Female,15-24,2016,12.5
Singapore,Female,25+,2016,3.69
Singapore,Male,15+,2015,3.64
Singapore,Male,15-24,2015,7.73
Singapore,Male,25+,2015,3.24
Singapore,Female,15+,2015,3.96
Singapore,Female,15-24,2015,11.17
Singapore,Female,25+,2015,3.19
Singapore,Male,15+,2014,3.46
Singapore,Male,15-24,2014,6.23
Singapore,Male,25+,2014,3.2
Singapore,Female,15+,2014,4.09
Singapore,Female,15-24,2014,11.83
Singapore,Female,25+,2014,3.33
Singapore,Male,15+,2013,3.46
Singapore,Male,15-24,2013,6.13
Singapore,Male,25+,2013,3.2
Singapore,Female,15+,2013,4.38
Singapore,Female,15-24,2013,13.3
Singapore,Female,25+,2013,3.51
Solomon Islands,Male,15+,2013,0.67
Solomon Islands,Male,15-24,2013,1.05
Solomon Islands,Male,25+,2013,0.57
Solomon Islands,Female,15+,2013,0.72
Solomon Islands,Female,15-24,2013,1.59
Solomon Islands,Female,25+,2013,0.44
Sierra Leone,Male,15+,2014,5.58
Sierra Leone,Male,15-24,2014,14.77
Sierra Leone,Male,25+,2014,4.05
Sierra Leone,Female,15+,2014,3.88
Sierra Leone,Female,15-24,2014,6.1
Sierra Leone,Female,25+,2014,3.32
Sierra Leone,Male,15+,2018,4.27
Sierra Leone,Male,15-24,2018,4.88
Sierra Leone,Male,25+,2018,4.14
Sierra Leone,Female,15+,2018,2.18
Sierra Leone,Female,15-24,2018,2.59
Sierra Leone,Female,25+,2018,2.08
El Salvador,Male,15+,2022,2.78
El Salvador,Male,15-24,2022,5.67
El Salvador,Male,25+,2022,2.11
El Salvador,Female,15+,2022,3.3
El Salvador,Female,15-24,2022,11.19
El Salvador,Female,25+,2022,1.9
El Salvador,Male,15+,2021,4.02
El Salvador,Male,15-24,2021,7.76
El Salvador,Male,25+,2021,3.08
El Salvador,Female,15+,2021,4.76
El Salvador,Female,15-24,2021,13.89
El Salvador,Female,25+,2021,3.02
El Salvador,Male,15+,2020,4.72
El Salvador,Male,15-24,2020,9.38
El Salvador,Male,25+,2020,3.51
El Salvador,Female,15+,2020,5.42
El Salvador,Female,15-24,2020,14.5
El Salvador,Female,25+,2020,3.61
El Salvador,Male,15+,2019,4.02
El Salvador,Male,15-24,2019,8.28
El Salvador,Male,25+,2019,2.95
El Salvador,Female,15+,2019,4.38
El Salvador,Female,15-24,2019,12.82
El Salvador,Female,25+,2019,2.72
El Salvador,Male,15+,2018,4.19
El Salvador,Male,15-24,2018,8.41
El Salvador,Male,25+,2018,3.09
El Salvador,Female,15+,2018,3.75
El Salvador,Female,15-24,2018,11.68
El Salvador,Female,25+,2018,2.14
El Salvador,Male,15+,2017,4.65
El Salvador,Male,15-24,2017,8.85
El Salvador,Male,25+,2017,3.51
El Salvador,Female,15+,2017,4.0
El Salvador,Female,15-24,2017,12.22
El Salvador,Female,25+,2017,2.3
El Salvador,Male,15+,2016,4.83
El Salvador,Male,15-24,2016,9.65
El Salvador,Male,25+,2016,3.5
El Salvador,Female,15+,2016,3.85
El Salvador,Female,15-24,2016,10.06
El Salvador,Female,25+,2016,2.58
El Salvador,Male,15+,2015,4.37
El Salvador,Male,15-24,2015,8.3
El Salvador,Male,25+,2015,3.26
El Salvador,Female,15+,2015,3.47
El Salvador,Female,15-24,2015,10.11
El Salvador,Female,25+,2015,2.15
El Salvador,Male,15+,2014,4.89
El Salvador,Male,15-24,2014,10.23
El Salvador,Male,25+,2014,3.35
El Salvador,Female,15+,2014,3.14
El Salvador,Female,15-24,2014,9.27
El Salvador,Female,25+,2014,1.88
El Salvador,Male,15+,2013,3.96
El Salvador,Male,15-24,2013,7.75
El Salvador,Male,25+,2013,2.82
El Salvador,Female,15+,2013,3.33
El Salvador,Female,15-24,2013,10.46
El Salvador,Female,25+,2013,1.86
San Marino,Male,15+,2021,3.49
San Marino,Female,15+,2021,9.14
San Marino,Male,15+,2020,4.48
San Marino,Female,15+,2020,9.93
San Marino,Male,15+,2019,4.63
San Marino,Female,15+,2019,10.38
San Marino,Male,15+,2018,4.81
San Marino,Female,15+,2018,10.81
San Marino,Male,15+,2017,4.92
San Marino,Female,15+,2017,10.82
San Marino,Male,15+,2016,3.52
San Marino,Male,15-24,2016,21.44
San Marino,Male,25+,2016,2.6
San Marino,Female,15+,2016,10.03
San Marino,Female,15-24,2016,35.96
San Marino,Female,25+,2016,8.9
San Marino,Male,15+,2015,4.42
San Marino,Male,15-24,2015,22.86
San Marino,Male,25+,2015,3.49
San Marino,Female,15+,2015,10.95
San Marino,Female,15-24,2015,34.4
San Marino,Female,25+,2015,9.79
Somalia,Male,15+,2019,16.17
Somalia,Male,15-24,2019,31.94
Somalia,Male,25+,2019,13.08
Somalia,Female,15+,2019,24.18
Somalia,Female,15-24,2019,36.73
Somalia,Female,25+,2019,20.8
Serbia,Male,15+,2022,8.44
Serbia,Male,15-24,2022,23.11
Serbia,Male,25+,2022,7.26
Serbia,Female,15+,2022,8.98
Serbia,Female,15-24,2022,25.91
Serbia,Female,25+,2022,7.97
Serbia,Male,15+,2021,9.29
Serbia,Male,15-24,2021,23.54
Serbia,Male,25+,2021,8.06
Serbia,Female,15+,2021,11.0
Serbia,Female,15-24,2021,28.75
Serbia,Female,25+,2021,9.92
Serbia,Male,15+,2020,8.69
Serbia,Male,15-24,2020,25.04
Serbia,Male,25+,2020,7.41
Serbia,Female,15+,2020,9.41
Serbia,Female,15-24,2020,29.49
Serbia,Female,25+,2020,8.34
Serbia,Male,15+,2019,9.85
Serbia,Male,15-24,2019,26.1
Serbia,Male,25+,2019,8.54
Serbia,Female,15+,2019,11.08
Serbia,Female,15-24,2019,29.94
Serbia,Female,25+,2019,9.99
Serbia,Male,15+,2018,11.96
Serbia,Male,15-24,2018,28.31
Serbia,Male,25+,2018,10.63
Serbia,Female,15+,2018,13.7
Serbia,Female,15-24,2018,32.04
Serbia,Female,25+,2018,12.59
Serbia,Male,15+,2017,12.84
Serbia,Male,15-24,2017,29.18
Serbia,Male,25+,2017,11.46
Serbia,Female,15+,2017,14.27
Serbia,Female,15-24,2017,36.33
Serbia,Female,25+,2017,12.86
Serbia,Male,15+,2016,14.59
Serbia,Male,15-24,2016,32.18
Serbia,Male,25+,2016,13.07
Serbia,Female,15+,2016,16.1
Serbia,Female,15-24,2016,39.53
Serbia,Female,25+,2016,14.58
Serbia,Male,15+,2015,16.81
Serbia,Male,15-24,2015,40.12
Serbia,Male,25+,2015,14.76
Serbia,Female,15+,2015,18.76
Serbia,Female,15-24,2015,48.2
Serbia,Female,25+,2015,16.78
Serbia,Male,15+,2014,18.33
Serbia,Male,15-24,2014,46.12
Serbia,Male,25+,2014,15.86
Serbia,Female,15+,2014,20.37
Serbia,Female,15-24,2014,49.99
Serbia,Female,25+,2014,18.48
Serbia,Male,15+,2013,20.87
Serbia,Male,15-24,2013,44.6
Serbia,Male,25+,2013,18.75
Serbia,Female,15+,2013,23.84
Serbia,Female,15-24,2013,57.47
Serbia,Female,25+,2013,21.53
Suriname,Male,15+,2015,4.38
Suriname,Male,15-24,2015,8.97
Suriname,Male,25+,2015,3.6
Suriname,Female,15+,2015,11.45
Suriname,Female,15-24,2015,21.87
Suriname,Female,25+,2015,10.13
Suriname,Male,15+,2014,3.52
Suriname,Male,15-24,2014,7.76
Suriname,Male,25+,2014,2.85
Suriname,Female,15+,2014,11.81
Suriname,Female,15-24,2014,30.68
Suriname,Female,25+,2014,9.31
Suriname,Male,15+,2013,3.63
Suriname,Male,15-24,2013,14.64
Suriname,Male,25+,2013,1.89
Suriname,Female,15+,2013,11.01
Suriname,Female,15-24,2013,31.84
Suriname,Female,25+,2013,8.29
Suriname,Male,15+,2016,5.68
Suriname,Male,15-24,2016,18.71
Suriname,Male,25+,2016,3.33
Suriname,Female,15+,2016,11.11
Suriname,Female,15-24,2016,39.94
Suriname,Female,25+,2016,6.95
Slovakia,Male,15+,2022,5.93
Slovakia,Male,15-24,2022,18.85
Slovakia,Male,25+,2022,5.1
Slovakia,Female,15+,2022,6.38
Slovakia,Female,15-24,2022,21.79
Slovakia,Female,25+,2022,5.74
Slovakia,Male,15+,2021,6.68
Slovakia,Male,15-24,2021,20.3
Slovakia,Male,25+,2021,5.78
Slovakia,Female,15+,2021,7.14
Slovakia,Female,15-24,2021,22.71
Slovakia,Female,25+,2021,6.46
Slovakia,Male,15+,2020,6.4
Slovakia,Male,15-24,2020,18.36
Slovakia,Male,25+,2020,5.54
Slovakia,Female,15+,2020,7.1
Slovakia,Female,15-24,2020,21.31
Slovakia,Female,25+,2020,6.41
Slovakia,Male,15+,2019,5.6
Slovakia,Male,15-24,2019,14.02
Slovakia,Male,25+,2019,4.95
Slovakia,Female,15+,2019,5.96
Slovakia,Female,15-24,2019,19.74
Slovakia,Female,25+,2019,5.24
Slovakia,Male,15+,2018,6.14
Slovakia,Male,15-24,2018,14.25
Slovakia,Male,25+,2018,5.44
Slovakia,Female,15+,2018,7.04
Slovakia,Female,15-24,2018,16.13
Slovakia,Female,25+,2018,6.49
Slovakia,Male,15+,2017,7.92
Slovakia,Male,15-24,2017,18.13
Slovakia,Male,25+,2017,7.0
Slovakia,Female,15+,2017,8.41
Slovakia,Female,15-24,2017,20.18
Slovakia,Female,25+,2017,7.62
Slovakia,Male,15+,2016,8.77
Slovakia,Male,15-24,2016,19.8
Slovakia,Male,25+,2016,7.74
Slovakia,Female,15+,2016,10.78
Slovakia,Female,15-24,2016,26.32
Slovakia,Female,25+,2016,9.76
Slovakia,Male,15+,2015,10.34
Slovakia,Male,15-24,2015,25.87
Slovakia,Male,25+,2015,8.88
Slovakia,Female,15+,2015,12.9
Slovakia,Female,15-24,2015,27.58
Slovakia,Female,25+,2015,11.88
Slovakia,Male,15+,2014,10.38
Slovakia,Male,15-24,2014,26.4
Slovakia,Male,25+,2014,8.87
Slovakia,Female,15+,2014,12.95
Slovakia,Female,15-24,2014,27.38
Slovakia,Female,25+,2014,11.95
Slovakia,Male,15+,2013,13.99
Slovakia,Male,15-24,2013,34.9
Slovakia,Male,25+,2013,11.92
Slovakia,Female,15+,2013,14.52
Slovakia,Female,15-24,2013,31.56
Slovakia,Female,25+,2013,13.29
Slovenia,Male,15+,2022,3.75
Slovenia,Male,15-24,2022,8.6
Slovenia,Male,25+,2022,3.36
Slovenia,Female,15+,2022,4.32
Slovenia,Female,15-24,2022,11.99
Slovenia,Female,25+,2022,3.76
Slovenia,Male,15+,2021,4.26
Slovenia,Male,15-24,2021,11.54
Slovenia,Male,25+,2021,3.7
Slovenia,Female,15+,2021,5.32
Slovenia,Female,15-24,2021,14.39
Slovenia,Female,25+,2021,4.69
Slovenia,Male,15+,2020,4.42
Slovenia,Male,15-24,2020,12.81
Slovenia,Male,25+,2020,3.85
Slovenia,Female,15+,2020,5.66
Slovenia,Female,15-24,2020,16.15
Slovenia,Female,25+,2020,5.04
Slovenia,Male,15+,2019,4.01
Slovenia,Male,15-24,2019,7.36
Slovenia,Male,25+,2019,3.75
Slovenia,Female,15+,2019,4.97
Slovenia,Female,15-24,2019,9.21
Slovenia,Female,25+,2019,4.68
Slovenia,Male,15+,2018,4.61
Slovenia,Male,15-24,2018,8.33
Slovenia,Male,25+,2018,4.29
Slovenia,Female,15+,2018,5.73
Slovenia,Female,15-24,2018,9.62
Slovenia,Female,25+,2018,5.45
Slovenia,Male,15+,2017,5.78
Slovenia,Male,15-24,2017,10.01
Slovenia,Male,25+,2017,5.41
Slovenia,Female,15+,2017,7.48
Slovenia,Female,15-24,2017,13.04
Slovenia,Female,25+,2017,7.07
Slovenia,Male,15+,2016,7.51
Slovenia,Male,15-24,2016,15.77
Slovenia,Male,25+,2016,6.88
Slovenia,Female,15+,2016,8.6
Slovenia,Female,15-24,2016,14.72
Slovenia,Female,25+,2016,8.17
Slovenia,Male,15+,2015,8.07
Slovenia,Male,15-24,2015,17.76
Slovenia,Male,25+,2015,7.3
Slovenia,Female,15+,2015,10.08
Slovenia,Female,15-24,2015,14.76
Slovenia,Female,25+,2015,9.73
Slovenia,Male,15+,2014,8.97
Slovenia,Male,15-24,2014,19.66
Slovenia,Male,25+,2014,8.14
Slovenia,Female,15+,2014,10.59
Slovenia,Female,15-24,2014,21.45
Slovenia,Female,25+,2014,9.83
Slovenia,Male,15+,2013,9.48
Slovenia,Male,15-24,2013,20.14
Slovenia,Male,25+,2013,8.58
Slovenia,Female,15+,2013,10.92
Slovenia,Female,15-24,2013,23.71
Slovenia,Female,25+,2013,10.0
Sweden,Male,15+,2022,6.93
Sweden,Male,15-24,2022,20.13
Sweden,Male,25+,2022,5.2
Sweden,Female,15+,2022,7.91
Sweden,Female,15-24,2022,23.5
Sweden,Female,25+,2022,5.81
Sweden,Male,15+,2021,8.43
Sweden,Male,15-24,2021,25.32
Sweden,Male,25+,2021,6.38
Sweden,Female,15+,2021,9.05
Sweden,Female,15-24,2021,24.15
Sweden,Female,25+,2021,7.11
Sweden,Male,15+,2020,8.3
Sweden,Male,15-24,2020,25.0
Sweden,Male,25+,2020,6.26
Sweden,Female,15+,2020,8.29
Sweden,Female,15-24,2020,22.78
Sweden,Female,25+,2020,6.5
Sweden,Male,15+,2019,6.72
Sweden,Male,15-24,2019,20.54
Sweden,Male,25+,2019,4.96
Sweden,Female,15+,2019,6.96
Sweden,Female,15-24,2019,19.7
Sweden,Female,25+,2019,5.25
Sweden,Male,15+,2018,6.48
Sweden,Male,15-24,2018,18.55
Sweden,Male,25+,2018,4.96
Sweden,Female,15+,2018,6.24
Sweden,Female,15-24,2018,16.28
Sweden,Female,25+,2018,4.88
Sweden,Male,15+,2017,6.97
Sweden,Male,15-24,2017,18.8
Sweden,Male,25+,2017,5.42
Sweden,Female,15+,2017,6.44
Sweden,Female,15-24,2017,16.98
Sweden,Female,25+,2017,4.99
Sweden,Male,15+,2016,7.36
Sweden,Male,15-24,2016,20.51
Sweden,Male,25+,2016,5.58
Sweden,Female,15+,2016,6.59
Sweden,Female,15-24,2016,17.29
Sweden,Female,25+,2016,5.06
Sweden,Male,15+,2015,7.56
Sweden,Male,15-24,2015,21.22
Sweden,Male,25+,2015,5.68
Sweden,Female,15+,2015,7.29
Sweden,Female,15-24,2015,19.57
Sweden,Female,25+,2015,5.44
Sweden,Male,15+,2014,8.19
Sweden,Male,15-24,2014,24.23
Sweden,Male,25+,2014,5.89
Sweden,Female,15+,2014,7.69
Sweden,Female,15-24,2014,21.48
Sweden,Female,25+,2014,5.57
Sweden,Male,15+,2013,8.2
Sweden,Male,15-24,2013,24.76
Sweden,Male,25+,2013,5.81
Sweden,Female,15+,2013,7.89
Sweden,Female,15-24,2013,22.3
Sweden,Female,25+,2013,5.63
Eswatini,Male,15+,2016,21.03
Eswatini,Male,15-24,2016,44.21
Eswatini,Male,25+,2016,16.45
Eswatini,Female,15+,2016,24.42
Eswatini,Female,15-24,2016,50.05
Eswatini,Female,25+,2016,19.59
Seychelles,Male,15+,2020,5.09
Seychelles,Male,15-24,2020,17.51
Seychelles,Male,25+,2020,3.13
Seychelles,Female,15+,2020,3.56
Seychelles,Female,15-24,2020,15.56
Seychelles,Female,25+,2020,1.61
Seychelles,Male,15+,2019,3.19
Seychelles,Male,15-24,2019,10.28
Seychelles,Male,25+,2019,2.06
Seychelles,Female,15+,2019,2.75
Seychelles,Female,15-24,2019,8.98
Seychelles,Female,25+,2019,1.97
Seychelles,Male,15+,2018,3.95
Seychelles,Male,15-24,2018,12.63
Seychelles,Male,25+,2018,2.32
Seychelles,Female,15+,2018,3.11
Seychelles,Female,15-24,2018,10.36
Seychelles,Female,25+,2018,2.0
Seychelles,Male,15+,2017,3.7
Seychelles,Male,15-24,2017,10.51
Seychelles,Male,25+,2017,2.33
Seychelles,Female,15+,2017,3.73
Seychelles,Female,15-24,2017,11.45
Seychelles,Female,25+,2017,2.55
Seychelles,Male,15+,2016,3.71
Seychelles,Male,15-24,2016,10.05
Seychelles,Male,25+,2016,2.5
Seychelles,Female,15+,2016,4.23
Seychelles,Female,15-24,2016,13.39
Seychelles,Female,25+,2016,2.8
Seychelles,Male,15+,2015,3.52
Seychelles,Male,15-24,2015,11.6
Seychelles,Male,25+,2015,1.99
Seychelles,Female,15+,2015,4.79
Seychelles,Female,15-24,2015,15.73
Seychelles,Female,25+,2015,2.93
Seychelles,Male,15+,2014,3.78
Seychelles,Male,15-24,2014,12.5
Seychelles,Male,25+,2014,2.17
Seychelles,Female,15+,2014,3.9
Seychelles,Female,15-24,2014,13.79
Seychelles,Female,25+,2014,2.19
Chad,Male,15+,2018,1.42
Chad,Male,15-24,2018,2.39
Chad,Male,25+,2018,1.2
Chad,Female,15+,2018,0.78
Chad,Female,15-24,2018,0.74
Chad,Female,25+,2018,0.79
Togo,Male,15+,2017,4.73
Togo,Male,15-24,2017,12.28
Togo,Male,25+,2017,3.76
Togo,Female,15+,2017,2.82
Togo,Female,15-24,2017,7.4
Togo,Female,25+,2017,2.09
Togo,Male,15+,2019,2.32
Togo,Male,15-24,2019,3.83
Togo,Male,25+,2019,1.96
Togo,Female,15+,2019,1.82
Togo,Female,15-24,2019,2.54
Togo,Female,25+,2019,1.65
Togo,Male,15+,2015,2.71
Togo,Male,15-24,2015,3.67
Togo,Male,25+,2015,2.38
Togo,Female,15+,2015,1.7
Togo,Female,15-24,2015,4.12
Togo,Female,25+,2015,1.03
Thailand,Male,15+,2022,0.84
Thailand,Male,15-24,2022,3.74
Thailand,Male,25+,2022,0.52
Thailand,Female,15+,2022,1.06
Thailand,Female,15-24,2022,6.97
Thailand,Female,25+,2022,0.51
Thailand,Male,15+,2021,1.19
Thailand,Male,15-24,2021,4.74
Thailand,Male,25+,2021,0.78
Thailand,Female,15+,2021,1.25
Thailand,Female,15-24,2021,7.34
Thailand,Female,25+,2021,0.7
Thailand,Male,15+,2020,1.11
Thailand,Male,15-24,2020,4.64
Thailand,Male,25+,2020,0.69
Thailand,Female,15+,2020,1.09
Thailand,Female,15-24,2020,5.93
Thailand,Female,25+,2020,0.63
Thailand,Male,15+,2019,0.7
Thailand,Male,15-24,2019,3.36
Thailand,Male,25+,2019,0.38
Thailand,Female,15+,2019,0.73
Thailand,Female,15-24,2019,5.33
Thailand,Female,25+,2019,0.28
Thailand,Male,15+,2018,0.78
Thailand,Male,15-24,2018,3.61
Thailand,Male,25+,2018,0.42
Thailand,Female,15+,2018,0.74
