country,gender,age_group,year,unemployment_rate
Germany,Female,15-24,2016,6.11
Germany,Female,25+,2016,3.49
Germany,Male,15+,2015,4.97
Germany,Male,15-24,2015,7.89
Germany,Male,25+,2015,4.66
Germany,Female,15+,2015,4.22
Germany,Female,15-24,2015,6.48
Germany,Female,25+,2015,3.98
Germany,Male,15+,2014,5.28
Germany,Male,15-24,2014,8.35
Germany,Male,25+,2014,4.94
Germany,Female,15+,2014,4.63
Germany,Female,15-24,2014,7.05
Germany,Female,25+,2014,4.36
Germany,Male,15+,2013,5.5
Germany,Male,15-24,2013,8.47
Germany,Male,25+,2013,5.16
Germany,Female,15+,2013,4.92
Germany,Female,15-24,2013,7.09
Germany,Female,25+,2013,4.66
Djibouti,Male,15+,2017,22.07
Djibouti,Male,15-24,2017,72.01
Djibouti,Male,25+,2017,15.35
Djibouti,Female,15+,2017,35.9
Djibouti,Female,15-24,2017,74.6
Djibouti,Female,25+,2017,26.57
Denmark,Male,15+,2022,4.38
Denmark,Male,15-24,2022,10.65
Denmark,Male,25+,2022,3.38
Denmark,Female,15+,2022,4.49
Denmark,Female,15-24,2022,10.5
Denmark,Female,25+,2022,3.46
Denmark,Male,15+,2021,4.96
Denmark,Male,15-24,2021,10.71
Denmark,Male,25+,2021,4.06
Denmark,Female,15+,2021,5.14
Denmark,Female,15-24,2021,10.97
Denmark,Female,25+,2021,4.16
Denmark,Male,15+,2020,5.33
Denmark,Male,15-24,2020,12.56
Denmark,Male,25+,2020,4.19
Denmark,Female,15+,2020,5.98
Denmark,Female,15-24,2020,10.63
Denmark,Female,25+,2020,5.18
Denmark,Male,15+,2019,4.8
Denmark,Male,15-24,2019,10.38
Denmark,Male,25+,2019,3.9
Denmark,Female,15+,2019,5.27
Denmark,Female,15-24,2019,9.73
Denmark,Female,25+,2019,4.46
Denmark,Male,15+,2018,4.94
Denmark,Male,15-24,2018,11.82
Denmark,Male,25+,2018,3.83
Denmark,Female,15+,2018,5.35
Denmark,Female,15-24,2018,9.24
Denmark,Female,25+,2018,4.64
Denmark,Male,15+,2017,5.64
Denmark,Male,15-24,2017,12.91
Denmark,Male,25+,2017,4.43
Denmark,Female,15+,2017,6.05
Denmark,Female,15-24,2017,11.9
Denmark,Female,25+,2017,4.97
Denmark,Male,15+,2016,5.64
Denmark,Male,15-24,2016,13.52
Denmark,Male,25+,2016,4.36
Denmark,Female,15+,2016,6.38
Denmark,Female,15-24,2016,10.84
Denmark,Female,25+,2016,5.55
Denmark,Male,15+,2015,6.06
Denmark,Male,15-24,2015,13.17
Denmark,Male,25+,2015,4.9
Denmark,Female,15+,2015,6.53
Denmark,Female,15-24,2015,11.15
Denmark,Female,25+,2015,5.69
Denmark,Male,15+,2014,6.73
Denmark,Male,15-24,2014,15.57
Denmark,Male,25+,2014,5.3
Denmark,Female,15+,2014,7.14
Denmark,Female,15-24,2014,12.86
Denmark,Female,25+,2014,6.11
Denmark,Male,15+,2013,7.12
Denmark,Male,15-24,2013,16.25
Denmark,Male,25+,2013,5.65
Denmark,Female,15+,2013,7.67
Denmark,Female,15-24,2013,13.35
Denmark,Female,25+,2013,6.66
Dominican Republic,Male,15+,2022,3.3
Dominican Republic,Male,15-24,2022,10.03
Dominican Republic,Male,25+,2022,1.91
Dominican Republic,Female,15+,2022,8.51
Dominican Republic,Female,15-24,2022,17.75
Dominican Republic,Female,25+,2022,6.87
Dominican Republic,Male,15+,2021,4.35
Dominican Republic,Male,15-24,2021,11.52
Dominican Republic,Male,25+,2021,2.81
Dominican Republic,Female,15+,2021,12.28
Dominican Republic,Female,15-24,2021,25.61
Dominican Republic,Female,25+,2021,9.84
Dominican Republic,Male,15+,2020,4.16
Dominican Republic,Male,15-24,2020,11.6
Dominican Republic,Male,25+,2020,2.68
Dominican Republic,Female,15+,2020,8.94
Dominican Republic,Female,15-24,2020,20.73
Dominican Republic,Female,25+,2020,7.09
Dominican Republic,Male,15+,2019,3.95
Dominican Republic,Male,15-24,2019,11.51
Dominican Republic,Male,25+,2019,2.29
Dominican Republic,Female,15+,2019,9.27
Dominican Republic,Female,15-24,2019,22.49
Dominican Republic,Female,25+,2019,6.88
Dominican Republic,Male,15+,2018,3.67
Dominican Republic,Male,15-24,2018,10.29
Dominican Republic,Male,25+,2018,2.18
Dominican Republic,Female,15+,2018,9.03
Dominican Republic,Female,15-24,2018,23.07
Dominican Republic,Female,25+,2018,6.45
Dominican Republic,Male,15+,2017,4.29
Dominican Republic,Male,15-24,2017,9.9
Dominican Republic,Male,25+,2017,2.98
Dominican Republic,Female,15+,2017,8.07
Dominican Republic,Female,15-24,2017,19.72
Dominican Republic,Female,25+,2017,5.86
Dominican Republic,Male,15+,2016,4.99
Dominican Republic,Male,15-24,2016,11.64
Dominican Republic,Male,25+,2016,3.32
Dominican Republic,Female,15+,2016,10.65
Dominican Republic,Female,15-24,2016,25.82
Dominican Republic,Female,25+,2016,7.63
Dominican Republic,Male,15+,2015,5.45
Dominican Republic,Male,15-24,2015,12.13
Dominican Republic,Male,25+,2015,3.79
Dominican Republic,Female,15+,2015,10.84
Dominican Republic,Female,15-24,2015,24.45
Dominican Republic,Female,25+,2015,8.17
Dominican Republic,Male,15+,2014,4.83
Dominican Republic,Male,15-24,2014,9.32
Dominican Republic,Male,25+,2014,3.77
Dominican Republic,Female,15+,2014,9.69
Dominican Republic,Female,15-24,2014,21.06
Dominican Republic,Female,25+,2014,7.49
Dominican Republic,Male,15+,2013,5.34
Dominican Republic,Male,15-24,2013,11.94
Dominican Republic,Male,25+,2013,3.67
Dominican Republic,Female,15+,2013,10.52
Dominican Republic,Female,15-24,2013,27.9
Dominican Republic,Female,25+,2013,7.03
Algeria,Male,15+,2017,9.78
Algeria,Male,15-24,2017,25.66
Algeria,Male,25+,2017,6.9
Algeria,Female,15+,2017,20.62
Algeria,Female,15-24,2017,45.45
Algeria,Female,25+,2017,17.13
Algeria,Male,15+,2016,8.18
Algeria,Male,15-24,2016,22.07
Algeria,Male,25+,2016,5.81
Algeria,Female,15+,2016,18.25
Algeria,Female,15-24,2016,44.94
Algeria,Female,25+,2016,14.95
Algeria,Male,15+,2015,9.92
Algeria,Male,15-24,2015,26.72
Algeria,Male,25+,2015,6.97
Algeria,Female,15+,2015,16.57
Algeria,Female,15-24,2015,45.3
Algeria,Female,25+,2015,12.33
Algeria,Male,15+,2014,8.96
Algeria,Male,15-24,2014,22.29
Algeria,Male,25+,2014,6.31
Algeria,Female,15+,2014,15.58
Algeria,Female,15-24,2014,39.02
Algeria,Female,25+,2014,11.77
Algeria,Male,15+,2013,8.3
Algeria,Male,15-24,2013,21.6
Algeria,Male,25+,2013,5.54
Algeria,Female,15+,2013,16.3
Algeria,Female,15-24,2013,39.78
Algeria,Female,25+,2013,11.93
Ecuador,Male,15+,2022,3.26
Ecuador,Male,15-24,2022,6.63
Ecuador,Male,25+,2022,2.49
Ecuador,Female,15+,2022,4.45
Ecuador,Female,15-24,2022,11.22
Ecuador,Female,25+,2022,3.25
Ecuador,Male,15+,2021,3.68
Ecuador,Male,15-24,2021,6.93
Ecuador,Male,25+,2021,2.89
Ecuador,Female,15+,2021,5.77
Ecuador,Female,15-24,2021,13.04
Ecuador,Female,25+,2021,4.46
Ecuador,Male,15+,2020,5.28
Ecuador,Male,15-24,2020,8.73
Ecuador,Male,25+,2020,4.53
Ecuador,Female,15+,2020,7.34
Ecuador,Female,15-24,2020,15.39
Ecuador,Female,25+,2020,6.04
Ecuador,Male,15+,2019,3.25
Ecuador,Male,15-24,2019,6.86
Ecuador,Male,25+,2019,2.47
Ecuador,Female,15+,2019,4.58
Ecuador,Female,15-24,2019,12.01
Ecuador,Female,25+,2019,3.34
Ecuador,Male,15+,2018,2.92
Ecuador,Male,15-24,2018,6.41
Ecuador,Male,25+,2018,2.14
Ecuador,Female,15+,2018,4.38
Ecuador,Female,15-24,2018,10.57
Ecuador,Female,25+,2018,3.32
Ecuador,Male,15+,2017,3.05
Ecuador,Male,15-24,2017,6.57
Ecuador,Male,25+,2017,2.27
Ecuador,Female,15+,2017,4.9
Ecuador,Female,15-24,2017,11.44
Ecuador,Female,25+,2017,3.7
Ecuador,Male,15+,2016,3.7
Ecuador,Male,15-24,2016,7.95
Ecuador,Male,25+,2016,2.76
Ecuador,Female,15+,2016,5.81
Ecuador,Female,15-24,2016,14.07
Ecuador,Female,25+,2016,4.26
Ecuador,Male,15+,2015,3.01
Ecuador,Male,15-24,2015,7.18
Ecuador,Male,25+,2015,2.09
Ecuador,Female,15+,2015,4.5
Ecuador,Female,15-24,2015,11.6
Ecuador,Female,25+,2015,3.19
Ecuador,Male,15+,2014,3.06
Ecuador,Male,15-24,2014,7.49
Ecuador,Male,25+,2014,2.07
Ecuador,Female,15+,2014,4.13
Ecuador,Female,15-24,2014,12.05
Ecuador,Female,25+,2014,2.76
Ecuador,Male,15+,2013,2.7
Ecuador,Male,15-24,2013,6.89
Ecuador,Male,25+,2013,1.78
Ecuador,Female,15+,2013,3.65
Ecuador,Female,15-24,2013,11.44
Ecuador,Female,25+,2013,2.29
Egypt,Male,15+,2021,5.63
Egypt,Male,15-24,2021,12.89
Egypt,Male,25+,2021,4.15
Egypt,Female,15+,2021,16.09
Egypt,Female,15-24,2021,42.52
Egypt,Female,25+,2021,11.33
Egypt,Male,15+,2020,5.98
Egypt,Male,15-24,2020,12.54
Egypt,Male,25+,2020,4.51
Egypt,Female,15+,2020,17.8
Egypt,Female,15-24,2020,43.57
Egypt,Female,25+,2020,12.55
Egypt,Male,15+,2019,4.83
Egypt,Male,15-24,2019,12.18
Egypt,Male,25+,2019,3.25
Egypt,Female,15+,2019,21.67
Egypt,Female,15-24,2019,49.45
Egypt,Female,25+,2019,15.18
Egypt,Male,15+,2018,6.8
Egypt,Male,15-24,2018,17.15
Egypt,Male,25+,2018,4.58
Egypt,Female,15+,2018,21.44
Egypt,Female,15-24,2018,52.02
Egypt,Female,25+,2018,14.35
Egypt,Male,15+,2017,8.25
Egypt,Male,15-24,2017,25.72
Egypt,Male,25+,2017,3.95
Egypt,Female,15+,2017,23.07
Egypt,Female,15-24,2017,38.39
Egypt,Female,25+,2017,17.1
Egypt,Male,15+,2016,8.88
Egypt,Male,15-24,2016,27.3
Egypt,Male,25+,2016,4.26
Egypt,Female,15+,2016,23.64
Egypt,Female,15-24,2016,38.62
Egypt,Female,25+,2016,17.5
Egypt,Male,15+,2015,9.39
Egypt,Male,15-24,2015,28.47
Egypt,Male,25+,2015,4.55
Egypt,Female,15+,2015,24.81
Egypt,Female,15-24,2015,38.27
Egypt,Female,25+,2015,19.07
Egypt,Male,15+,2014,9.73
Egypt,Male,15-24,2014,27.23
Egypt,Male,25+,2014,5.57
Egypt,Female,15+,2014,24.0
Egypt,Female,15-24,2014,48.45
Egypt,Female,25+,2014,18.21
Egypt,Male,15+,2013,9.8
Egypt,Male,15-24,2013,28.63
Egypt,Male,25+,2013,5.14
Egypt,Female,15+,2013,24.17
Egypt,Female,15-24,2013,52.01
Egypt,Female,25+,2013,17.25
Spain,Male,15+,2022,11.27
Spain,Male,15-24,2022,28.92
Spain,Male,25+,2022,9.91
Spain,Female,15+,2022,14.76
Spain,Female,15-24,2022,30.76
Spain,Female,25+,2022,13.61
Spain,Male,15+,2021,13.05
Spain,Male,15-24,2021,34.13
Spain,Male,25+,2021,11.53
Spain,Female,15+,2021,16.71
Spain,Female,15-24,2021,35.58
Spain,Female,25+,2021,15.42
Spain,Male,15+,2020,13.87
Spain,Male,15-24,2020,37.09
Spain,Male,25+,2020,12.24
Spain,Female,15+,2020,17.43
Spain,Female,15-24,2020,39.72
Spain,Female,25+,2020,16.0
Spain,Male,15+,2019,12.45
Spain,Male,15-24,2019,30.92
Spain,Male,25+,2019,11.09
Spain,Female,15+,2019,15.99
Spain,Female,15-24,2019,34.47
Spain,Female,25+,2019,14.71
Spain,Male,15+,2018,13.72
Spain,Male,15-24,2018,35.25
Spain,Male,25+,2018,12.17
Spain,Female,15+,2018,17.02
Spain,Female,15-24,2018,33.26
Spain,Female,25+,2018,15.9
Spain,Male,15+,2017,15.66
Spain,Male,15-24,2017,39.55
Spain,Male,25+,2017,13.96
Spain,Female,15+,2017,19.03
Spain,Female,15-24,2017,37.42
Spain,Female,25+,2017,17.74
Spain,Male,15+,2016,18.12
Spain,Male,15-24,2016,44.04
Spain,Male,25+,2016,16.31
Spain,Female,15+,2016,21.38
Spain,Female,15-24,2016,44.9
Spain,Female,25+,2016,19.77
Spain,Male,15+,2015,20.77
Spain,Male,15-24,2015,48.65
Spain,Male,25+,2015,18.76
Spain,Female,15+,2015,23.55
Spain,Female,15-24,2015,47.97
Spain,Female,25+,2015,21.76
Spain,Male,15+,2014,23.6
Spain,Male,15-24,2014,53.43
Spain,Male,25+,2014,21.38
Spain,Female,15+,2014,25.43
Spain,Female,15-24,2014,52.93
Spain,Female,25+,2014,23.35
Spain,Male,15+,2013,25.6
Spain,Male,15-24,2013,56.22
Spain,Male,25+,2013,23.18
Spain,Female,15+,2013,26.67
Spain,Female,15-24,2013,54.62
Spain,Female,25+,2013,24.41
Estonia,Male,15+,2022,6.07
Estonia,Male,15-24,2022,20.98
Estonia,Male,25+,2022,4.93
Estonia,Female,15+,2022,5.06
Estonia,Female,15-24,2022,16.48
Estonia,Female,25+,2022,4.01
Estonia,Male,15+,2021,6.78
Estonia,Male,15-24,2021,18.4
Estonia,Male,25+,2021,5.91
Estonia,Female,15+,2021,5.55
Estonia,Female,15-24,2021,15.01
Estonia,Female,25+,2021,4.81
Estonia,Male,15+,2020,6.97
Estonia,Male,15-24,2020,17.39
Estonia,Male,25+,2020,6.1
Estonia,Female,15+,2020,6.62
Estonia,Female,15-24,2020,18.39
Estonia,Female,25+,2020,5.69
Estonia,Male,15+,2019,4.07
Estonia,Male,15-24,2019,10.46
Estonia,Male,25+,2019,3.52
Estonia,Female,15+,2019,4.84
Estonia,Female,15-24,2019,11.71
Estonia,Female,25+,2019,4.27
Estonia,Male,15+,2018,5.41
Estonia,Male,15-24,2018,12.26
Estonia,Male,25+,2018,4.76
Estonia,Female,15+,2018,5.32
Estonia,Female,15-24,2018,11.37
Estonia,Female,25+,2018,4.78
Estonia,Male,15+,2017,6.19
Estonia,Male,15-24,2017,13.88
Estonia,Male,25+,2017,5.45
Estonia,Female,15+,2017,5.3
Estonia,Female,15-24,2017,9.97
Estonia,Female,25+,2017,4.9
Estonia,Male,15+,2016,7.42
Estonia,Male,15-24,2016,15.82
Estonia,Male,25+,2016,6.62
Estonia,Female,15+,2016,6.07
Estonia,Female,15-24,2016,10.58
Estonia,Female,25+,2016,5.68
Estonia,Male,15+,2015,6.24
Estonia,Male,15-24,2015,13.82
Estonia,Male,25+,2015,5.49
Estonia,Female,15+,2015,6.13
Estonia,Female,15-24,2015,12.19
Estonia,Female,25+,2015,5.64
Estonia,Male,15+,2014,7.86
Estonia,Male,15-24,2014,19.28
Estonia,Male,25+,2014,6.77
Estonia,Female,15+,2014,6.81
Estonia,Female,15-24,2014,10.02
Estonia,Female,25+,2014,6.53
Estonia,Male,15+,2013,9.09
Estonia,Male,15-24,2013,17.76
Estonia,Male,25+,2013,8.2
Estonia,Female,15+,2013,8.16
Estonia,Female,15-24,2013,19.7
Estonia,Female,25+,2013,7.06
Ethiopia,Male,15+,2021,2.93
Ethiopia,Male,15-24,2021,4.65
Ethiopia,Male,25+,2021,2.4
Ethiopia,Female,15+,2021,5.27
Ethiopia,Female,15-24,2021,8.4
Ethiopia,Female,25+,2021,4.07
Ethiopia,Male,15+,2013,1.65
Ethiopia,Male,15-24,2013,2.65
Ethiopia,Male,25+,2013,1.23
Ethiopia,Female,15+,2013,2.94
Ethiopia,Female,15-24,2013,4.48
Ethiopia,Female,25+,2013,2.22
Finland,Male,15+,2022,7.05
Finland,Male,15-24,2022,14.37
Finland,Male,25+,2022,6.16
Finland,Female,15+,2022,6.37
Finland,Female,15-24,2022,14.01
Finland,Female,25+,2022,5.36
Finland,Male,15+,2021,8.11
Finland,Male,15-24,2021,17.82
Finland,Male,25+,2021,6.95
Finland,Female,15+,2021,7.05
Finland,Female,15-24,2021,16.41
Finland,Female,25+,2021,5.81
Finland,Male,15+,2020,8.01
Finland,Male,15-24,2020,23.23
Finland,Male,25+,2020,6.14
Finland,Female,15+,2020,7.49
Finland,Female,15-24,2020,19.41
Finland,Female,25+,2020,5.94
Finland,Male,15+,2019,7.18
Finland,Male,15-24,2019,18.74
Finland,Male,25+,2019,5.7
Finland,Female,15+,2019,6.17
Finland,Female,15-24,2019,15.63
Finland,Female,25+,2019,4.88
Finland,Male,15+,2018,7.42
Finland,Male,15-24,2018,17.28
Finland,Male,25+,2018,6.21
Finland,Female,15+,2018,7.3
Finland,Female,15-24,2018,16.79
Finland,Female,25+,2018,5.95
Finland,Male,15+,2017,8.87
Finland,Male,15-24,2017,20.95
Finland,Male,25+,2017,7.32
Finland,Female,15+,2017,8.39
Finland,Female,15-24,2017,19.33
Finland,Female,25+,2017,6.79
Finland,Male,15+,2016,9.04
Finland,Male,15-24,2016,21.76
Finland,Male,25+,2016,7.4
Finland,Female,15+,2016,8.58
Finland,Female,15-24,2016,18.59
Finland,Female,25+,2016,7.12
Finland,Male,15+,2015,9.88
Finland,Male,15-24,2015,25.36
Finland,Male,25+,2015,7.88
Finland,Female,15+,2015,8.84
Finland,Female,15-24,2015,19.69
Finland,Female,25+,2015,7.25
Finland,Male,15+,2014,9.33
Finland,Male,15-24,2014,22.8
Finland,Male,25+,2014,7.53
Finland,Female,15+,2014,7.95
Finland,Female,15-24,2014,18.35
Finland,Female,25+,2014,6.42
Finland,Male,15+,2013,8.82
Finland,Male,15-24,2013,22.93
Finland,Male,25+,2013,6.96
Finland,Female,15+,2013,7.52
Finland,Female,15-24,2013,17.05
Finland,Female,25+,2013,6.08
Fiji,Male,15+,2016,3.7
Fiji,Male,15-24,2016,11.86
Fiji,Male,25+,2016,2.15
Fiji,Female,15+,2016,5.54
Fiji,Female,15-24,2016,22.35
Fiji,Female,25+,2016,2.36
Fiji,Male,15+,2014,4.93
Fiji,Male,15-24,2014,13.86
Fiji,Male,25+,2014,3.24
Fiji,Female,15+,2014,8.51
Fiji,Female,15-24,2014,25.73
Fiji,Female,25+,2014,4.98
France,Male,15+,2022,7.47
France,Male,15-24,2022,19.21
France,Male,25+,2022,6.1
France,Female,15+,2022,7.14
France,Female,15-24,2022,16.77
France,Female,25+,2022,6.15
France,Male,15+,2021,7.97
France,Male,15-24,2021,19.5
France,Male,25+,2021,6.73
France,Female,15+,2021,7.77
France,Female,15-24,2021,19.54
France,Female,25+,2021,6.63
France,Male,15+,2020,8.06
France,Male,15-24,2020,20.45
France,Male,25+,2020,6.83
France,Female,15+,2020,7.95
France,Female,15-24,2020,20.79
France,Female,25+,2020,6.84
France,Male,15+,2019,8.47
France,Male,15-24,2019,21.09
France,Male,25+,2019,7.2
France,Female,15+,2019,8.35
France,Female,15-24,2019,18.96
France,Female,25+,2019,7.42
France,Male,15+,2018,8.98
France,Male,15-24,2018,21.96
France,Male,25+,2018,7.63
France,Female,15+,2018,9.06
France,Female,15-24,2018,20.17
France,Female,25+,2018,8.08
France,Male,15+,2017,9.44
France,Male,15-24,2017,23.54
France,Male,25+,2017,8.02
France,Female,15+,2017,9.37
France,Female,15-24,2017,21.95
France,Female,25+,2017,8.3
France,Male,15+,2016,10.25
France,Male,15-24,2016,25.35
France,Male,25+,2016,8.77
France,Female,15+,2016,9.85
France,Female,15-24,2016,25.14
France,Female,25+,2016,8.53
France,Male,15+,2015,10.79
France,Male,15-24,2015,26.61
France,Male,25+,2015,9.25
France,Female,15+,2015,9.88
France,Female,15-24,2015,24.28
France,Female,25+,2015,8.64
France,Male,15+,2014,10.52
France,Male,15-24,2014,25.78
France,Male,25+,2014,9.02
France,Female,15+,2014,10.01
France,Female,15-24,2014,24.23
France,Female,25+,2014,8.81
France,Male,15+,2013,10.04
France,Male,15-24,2013,24.1
France,Male,25+,2013,8.63
France,Female,15+,2013,9.78
France,Female,15-24,2013,25.27
France,Female,25+,2013,8.43
Faeroe Islands,Male,15+,2013,3.36
Faeroe Islands,Female,15+,2013,4.85
"Micronesia, Federated States of",Male,15+,2014,5.37
"Micronesia, Federated States of",Male,15-24,2014,10.38
"Micronesia, Federated States of",Male,25+,2014,4.04
"Micronesia, Federated States of",Female,15+,2014,13.88
"Micronesia, Federated States of",Female,15-24,2014,29.87
"Micronesia, Federated States of",Female,25+,2014,9.03
United Kingdom,Male,15+,2019,3.92
United Kingdom,Male,15-24,2019,12.97
United Kingdom,Male,25+,2019,2.68
United Kingdom,Female,15+,2019,3.53
United Kingdom,Female,15-24,2019,9.19
United Kingdom,Female,25+,2019,2.73
United Kingdom,Male,15+,2018,4.05
United Kingdom,Male,15-24,2018,12.23
United Kingdom,Male,25+,2018,2.89
United Kingdom,Female,15+,2018,3.94
United Kingdom,Female,15-24,2018,10.27
United Kingdom,Female,25+,2018,3.02
United Kingdom,Male,15+,2017,4.43
United Kingdom,Male,15-24,2017,13.51
United Kingdom,Male,25+,2017,3.13
United Kingdom,Female,15+,2017,4.22
United Kingdom,Female,15-24,2017,10.61
United Kingdom,Female,25+,2017,3.24
United Kingdom,Male,15+,2016,4.92
United Kingdom,Male,15-24,2016,14.79
United Kingdom,Male,25+,2016,3.46
United Kingdom,Female,15+,2016,4.68
United Kingdom,Female,15-24,2016,11.09
United Kingdom,Female,25+,2016,3.66
United Kingdom,Male,15+,2015,5.45
United Kingdom,Male,15-24,2015,16.2
United Kingdom,Male,25+,2015,3.8
United Kingdom,Female,15+,2015,5.12
United Kingdom,Female,15-24,2015,12.93
United Kingdom,Female,25+,2015,3.85
United Kingdom,Male,15+,2014,6.36
United Kingdom,Male,15-24,2014,18.94
United Kingdom,Male,25+,2014,4.41
United Kingdom,Female,15+,2014,5.82
United Kingdom,Female,15-24,2014,14.79
United Kingdom,Female,25+,2014,4.35
United Kingdom,Male,15+,2013,7.95
United Kingdom,Male,15-24,2013,23.01
United Kingdom,Male,25+,2013,5.56
United Kingdom,Female,15+,2013,7.04
United Kingdom,Female,15-24,2013,18.12
United Kingdom,Female,25+,2013,5.17
Georgia,Male,15+,2020,13.05
Georgia,Male,15-24,2020,30.5
Georgia,Male,25+,2020,11.23
Georgia,Female,15+,2020,10.21
Georgia,Female,15-24,2020,32.7
Georgia,Female,25+,2020,8.74
Georgia,Male,15+,2019,12.79
Georgia,Male,15-24,2019,28.93
Georgia,Male,25+,2019,11.07
Georgia,Female,15+,2019,10.15
Georgia,Female,15-24,2019,32.91
Georgia,Female,25+,2019,8.63
Georgia,Male,15+,2018,13.92
Georgia,Male,15-24,2018,26.71
Georgia,Male,25+,2018,12.47
Georgia,Female,15+,2018,11.23
Georgia,Female,15-24,2018,35.25
Georgia,Female,25+,2018,9.42
Georgia,Male,15+,2017,15.01
Georgia,Male,15-24,2017,26.25
Georgia,Male,25+,2017,13.68
Georgia,Female,15+,2017,12.74
Georgia,Female,15-24,2017,32.73
Georgia,Female,25+,2017,10.97
Georgia,Male,15+,2016,19.95
Georgia,Male,15-24,2016,37.68
Georgia,Male,25+,2016,17.93
Georgia,Female,15+,2016,12.55
Georgia,Female,15-24,2016,32.58
Georgia,Female,25+,2016,11.3
Georgia,Male,15+,2015,18.71
Georgia,Male,15-24,2015,35.05
Georgia,Male,25+,2015,16.72
Georgia,Female,15+,2015,13.92
Georgia,Female,15-24,2015,40.22
Georgia,Female,25+,2015,11.97
Georgia,Male,15+,2014,19.93
Georgia,Male,15-24,2014,40.61
Georgia,Male,25+,2014,17.1
Georgia,Female,15+,2014,14.48
Georgia,Female,15-24,2014,33.26
Georgia,Female,25+,2014,13.05
Georgia,Male,15+,2013,22.11
Georgia,Male,15-24,2013,41.33
Georgia,Male,25+,2013,19.32
Georgia,Female,15+,2013,16.18
Georgia,Female,15-24,2013,40.45
Georgia,Female,25+,2013,14.13
Ghana,Male,15+,2015,7.04
Ghana,Male,15-24,2015,15.81
Ghana,Male,25+,2015,5.45
Ghana,Female,15+,2015,6.6
Ghana,Female,15-24,2015,14.59
Ghana,Female,25+,2015,5.23
Ghana,Male,15+,2017,3.25
Ghana,Male,15-24,2017,6.36
Ghana,Male,25+,2017,2.43
Ghana,Female,15+,2017,3.48
Ghana,Female,15-24,2017,6.09
Ghana,Female,25+,2017,2.84
Ghana,Male,15+,2013,1.97
Ghana,Male,15-24,2013,4.2
Ghana,Male,25+,2013,1.3
Ghana,Female,15+,2013,2.36
Ghana,Female,15-24,2013,5.05
Ghana,Female,25+,2013,1.62
Guinea,Male,15+,2019,4.98
Guinea,Male,15-24,2019,6.07
Guinea,Male,25+,2019,4.85
Guinea,Female,15+,2019,5.06
Guinea,Female,15-24,2019,7.93
Guinea,Female,25+,2019,4.43
Guadeloupe,Male,15+,2016,22.2
Guadeloupe,Female,15+,2016,25.4
Guadeloupe,Male,15+,2013,23.83
Guadeloupe,Female,15+,2013,28.31
Gambia,Male,15+,2023,7.18
Gambia,Male,15-24,2023,10.6
Gambia,Male,25+,2023,6.01
Gambia,Female,15+,2023,5.81
Gambia,Female,15-24,2023,10.68
Gambia,Female,25+,2023,4.37
Gambia,Male,15+,2018,5.02
Gambia,Male,15-24,2018,8.1
Gambia,Male,25+,2018,4.11
Gambia,Female,15+,2018,3.17
Gambia,Female,15-24,2018,6.23
Gambia,Female,25+,2018,2.01
Guinea-Bissau,Male,15+,2018,3.61
Guinea-Bissau,Male,15-24,2018,3.95
Guinea-Bissau,Male,25+,2018,3.52
Guinea-Bissau,Female,15+,2018,2.72
Guinea-Bissau,Female,15-24,2018,4.15
Guinea-Bissau,Female,25+,2018,2.34
Greece,Male,15+,2022,9.28
Greece,Male,15-24,2022,25.14
Greece,Male,25+,2022,8.43
Greece,Female,15+,2022,16.4
Greece,Female,15-24,2022,38.82
Greece,Female,25+,2022,15.13
Greece,Male,15+,2021,11.29
Greece,Male,15-24,2021,31.11
Greece,Male,25+,2021,10.32
Greece,Female,15+,2021,18.88
Greece,Female,15-24,2021,40.88
Greece,Female,25+,2021,17.77
Greece,Male,15+,2020,13.19
Greece,Male,15-24,2020,30.07
Greece,Male,25+,2020,12.37
Greece,Female,15+,2020,19.25
Greece,Female,15-24,2020,38.32
Greece,Female,25+,2020,18.26
Greece,Male,15+,2019,13.7
Greece,Male,15-24,2019,32.76
Greece,Male,25+,2019,12.76
Greece,Female,15+,2019,21.2
Greece,Female,15-24,2019,37.24
Greece,Female,25+,2019,20.3
Greece,Male,15+,2018,15.3
Greece,Male,15-24,2018,36.63
Greece,Male,25+,2018,14.16
Greece,Female,15+,2018,24.11
Greece,Female,15-24,2018,44.37
Greece,Female,25+,2018,22.97
Greece,Male,15+,2017,17.73
Greece,Male,15-24,2017,39.1
Greece,Male,25+,2017,16.57
Greece,Female,15+,2017,26.03
Greece,Female,15-24,2017,48.3
Greece,Female,25+,2017,24.62
Greece,Male,15+,2016,19.86
Greece,Male,15-24,2016,44.48
Greece,Male,25+,2016,18.49
Greece,Female,15+,2016,28.06
Greece,Female,15-24,2016,50.63
Greece,Female,25+,2016,26.7
Greece,Male,15+,2015,21.74
Greece,Male,15-24,2015,45.37
Greece,Male,25+,2015,20.35
Greece,Female,15+,2015,29.03
Greece,Female,15-24,2015,54.91
Greece,Female,25+,2015,27.34
Greece,Male,15+,2014,23.73
Greece,Male,15-24,2014,47.6
Greece,Male,25+,2014,22.19
Greece,Female,15+,2014,30.51
Greece,Female,15-24,2014,58.64
Greece,Female,25+,2014,28.46
Greece,Male,15+,2013,24.64
Greece,Male,15-24,2013,54.15
Greece,Male,25+,2013,22.63
Greece,Female,15+,2013,31.65
Greece,Female,15-24,2013,64.2
Greece,Female,25+,2013,29.28
